FID,NFDBFIREID,SRC_AGENCY,NAT_PARK,FIRE_ID,FIRENAME,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,REP_DATE,ATTK_DATE,OUT_DATE,SIZE_HA,CAUSE,CAUSE2,FIRE_TYPE,RESPONSE,PROTZONE,PRESCRIBED,MORE_INFO,CFS_NOTE1,CFS_NOTE2,ACQ_DATE
392946,ON-2006-NIP293,ON, ,NIP293, ,48.8447,-87.9308,2006,9,7,2006-09-07 00:00:00,,2006-10-24 00:00:00,31.0,N,N,IFR,MON, , , , , ,2023-05-06 00:00:00
231246,SK-1994-LOCKER,SK, ,LOCKER,LOCKER,58.6823,-104.3646,1994,7,22,1994-07-22 00:00:00,,1994-08-12 00:00:00,4.0,N,N,Wildfire, , , , , , ,2020-04-03 00:00:00
70255,BC-1969-1969-V00144,BC, ,1969-V00144, ,49.934,-124.849,1969,6,30,1969-06-30 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
196365,AB-2011-GWF043,AB, ,GWF043, ,55.238017,-118.2165,2011,8,17,2011-08-17 00:00:00,,2011-09-02 00:00:00,0.3,H,H,Ground, , , ,fueltype:, , ,2020-06-01 00:00:00
73693,BC-1978-1978-C90010,BC, ,1978-C90010, ,52.205,-123.099,1978,5,1,1978-05-01 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
396397,ON-2006-NIP155,ON, ,NIP155, ,49.1694,-87.2482,2006,8,6,2006-08-06 00:00:00,,2006-08-14 00:00:00,3.0,N,N,IFR,FUL, , , , , ,2023-05-06 00:00:00
113869,BC-1994-1994-N50112,BC, ,1994-N50112, ,50.488,-117.5,1994,8,4,1994-08-04 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00
16553,BC-1953-1953-C00009,BC, ,1953-C00009, ,52.992,-122.683,1953,5,1,1953-05-01 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
185303,AB-1980-DP4-068-80,AB, ,DP4-068-80,DP4068,56.6044,-117.6129,1980,7,3,1980-07-03 00:00:00,,,0.0,N,N, , , , , , , ,2020-06-01 00:00:00
417988,ON-2002-SAU12,ON, ,SAU12, ,46.6681,-82.5922,2002,9,8,2002-09-08 00:00:00,,2002-09-10 00:00:00,0.300000011921,N,N,IFR,SUP, , , , , ,2023-05-06 00:00:00
36774,BC-1965-1965-G00385,BC, ,1965-G00385, ,53.963,-123.132,1965,9,24,1965-09-24 00:00:00,,,0.4,H,H,Fire, , , , , , ,2020-05-05 00:00:00
410802,ON-1998-KEN139,ON, ,KEN139, ,50.0126,-94.1933,1998,9,19,1998-09-19 00:00:00,,1998-09-23 00:00:00,0.10000000149,N,N,IFR,SUP, , , , , ,2023-05-06 00:00:00
386719,ON-2005-SUD2,ON, ,SUD2, ,46.1074,-80.7632,2005,4,14,2005-04-14 00:00:00,,2005-04-15 00:00:00,1.5,H,H,IFR,FUL, , , , , ,2023-05-06 00:00:00
109713,BC-1994-1994-K20037,BC, ,1994-K20037, ,50.683,-120.05,1994,7,11,1994-07-11 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
258233,MB-1987-1-6-11-87,MB, ,1-6-11-87, ,54.4667,-94.5333,1987,6,18,1987-06-18 00:00:00,,1987-06-19 00:00:00,3.0,H,H, , ,Intensive, , , , ,2008-07-24 00:00:00
299124,QC-1996-37,QC, ,1996-37, ,46.42386,-71.22652,1996,5,8,1996-05-08 00:00:00,,1996-05-10 00:00:00,1.0,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
56241,BC-1974-1974-R40007,BC, ,1974-R40007, ,54.51,-128.367,1974,5,12,1974-05-12 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
81590,BC-1983-1983-R20020,BC, ,1983-R20020, ,54.835,-126.566,1983,8,10,1983-08-10 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00
261627,MB-1982-3-8-9-82,MB, ,3-8-9-82, ,49.6297,-95.5714,1982,5,23,1982-05-23 00:00:00,,1982-05-24 00:00:00,0.4,H,H, , ,Intensive, , , , ,2008-07-24 00:00:00
350675,YT-1985-1985XY006,YT, ,1985XY006, ,60.75,-135.029722,1985,5,27,1985-05-27 00:00:00,,,0.01,H,H, , , , , , , ,2016-06-16 00:00:00
258522,MB-1980-1-4-37-80,MB, ,1-4-37-80, ,54.129,-96.8706,1980,7,2,1980-07-02 00:00:00,,1980-07-04 00:00:00,0.1,N,N, , ,Intensive, , , , ,2008-07-24 00:00:00
66062,BC-1976-1976-RE0008,BC, ,1976-RE0008, ,59.934,-128.492,1976,5,7,1976-05-07 00:00:00,,,0.8,H,H,Fire, , , , , , ,2020-05-05 00:00:00
406780,ON-2007-THU45,ON, ,THU45, ,48.3361,-89.2534,2007,5,11,2007-05-11 00:00:00,,2007-05-11 00:00:00,0.10000000149,H,H,IFR,FUL, , , , , ,2023-05-06 00:00:00
198595,AB-2009-CWF048,AB, ,CWF048, ,49.842283,-114.41265,2009,5,18,2009-05-18 00:00:00,,2009-05-18 00:00:00,0.01,H,H,Ground, , , ,fueltype:, , ,2020-06-01 00:00:00
291859,QC-1988-1011,QC, ,1988-1011, ,48.29227,-64.73919,1988,5,7,1988-05-07 00:00:00,,1988-05-07 00:00:00,0.4,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
426750,ON-1995-FOR143,ON, ,FOR143, ,48.555,-91.9498,1995,8,10,1995-08-10 00:00:00,,1995-08-11 00:00:00,0.10000000149,H,H,IFR,SUP, , , , , ,2023-05-06 00:00:00
254039,MB-1977-1-7-48-77,MB, ,1-7-48-77, ,53.165,-94.8374,1977,6,25,1977-06-25 00:00:00,,1977-07-20 00:00:00,68.6,N,N, , ,Intensive, , , , ,2008-07-24 00:00:00
98540,BC-1988-1988-N20010,BC, ,1988-N20010, ,50.482,-115.608,1988,6,17,1988-06-17 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00
282771,QC-1977-3091,QC, ,1977-3091, ,47.22602,-70.79228,1977,5,22,1977-05-22 00:00:00,,1977-05-24 00:00:00,0.2,N,N, , ,Intensive, , , , ,2018-05-18 00:00:00
209316,AB-1997-E01003,AB, ,E01003, ,58.03,-113.2789,1997,7,2,1997-07-02 00:00:00,,1997-07-02 00:00:00,0.55,N,N,Surface, , , ,fueltype: C2, , ,2020-06-01 00:00:00
386388,ON-2005-NOR68,ON, ,NOR68, ,47.2369,-79.8717,2005,7,18,2005-07-18 00:00:00,,2005-08-08 00:00:00,2.0,N,N,IFR,FUL, , , , , ,2023-05-06 00:00:00
225981,SK-1998-LABATT,SK, ,LABATT,LABATT,59.3177,-105.2604,1998,7,6,1998-07-06 00:00:00,,1998-07-27 00:00:00,750.0,N,N,Wildfire, , , , , , ,2020-04-03 00:00:00
42053,BC-1968-1968-G00085,BC, ,1968-G00085, ,53.568,-120.682,1968,6,16,1968-06-16 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
391113,ON-1991-WAW53,ON, ,WAW53, ,48.0799,-85.5366,1991,8,15,1991-08-15 00:00:00,,1991-08-16 00:00:00,0.10000000149,N,N,IFR,SUP, , , , , ,2023-05-06 00:00:00
53841,BC-1974-1974-N20335,BC, ,1974-N20335, ,49.148,-114.494,1974,8,4,1974-08-04 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
373084,ON-1981-NIP51,ON, ,NIP51, ,50.3828,-88.9375,1981,7,31,1981-07-31 00:00:00,,1981-07-01 00:00:00,0.10000000149,N,N,IFR, , , , , , ,2023-05-06 00:00:00
190764,AB-2006-SWF020,AB, ,SWF020, ,55.910533,-115.64475,2006,4,18,2006-04-18 00:00:00,,2006-04-18 00:00:00,0.6,H,H,Surface, , , ,fueltype: O1a, , ,2020-06-01 00:00:00
182851,AB-1973-DW2-014-73,AB, ,DW2-014-73,DW2014,53.6902,-115.0639,1973,5,13,1973-05-13 00:00:00,,,54.6325617024,H,H, , , , , , , ,2020-06-01 00:00:00
37675,BC-1963-1963-C00124,BC, ,1963-C00124, ,51.963,-123.185,1963,6,13,1963-06-13 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
399575,ON-2006-THU174,ON, ,THU174, ,48.8124,-90.9092,2006,9,7,2006-09-07 00:00:00,,2006-09-11 00:00:00,0.10000000149,N,N,IFR,FUL, , , , , ,2023-05-06 00:00:00
351567,YT-2017-2017OC004,YT, ,2017OC004, ,68.139,-138.5416667,2017,6,20,2017-06-20 00:00:00,,2017-08-16 00:00:00,2117.96,N,N, , ,Wilderness FMZ, ,Driftwood Hill, , ,2018-06-14 00:00:00
136750,BC-2006-2006-G10617,BC, ,2006-G10617, ,54.0339,-122.0724,2006,7,13,2006-07-13 00:00:00,,,0.06,N,N,Fire, , , , , , ,2020-05-05 00:00:00
240663,SK-2017-17HB-GWPP01,SK, ,17HB-GWPP01,17HB-GWPP01,52.503,-103.498,2017,5,1,2017-05-01 00:00:00,,2017-05-01 00:00:00,0.4,H,H,Wildfire, , , , , , ,2020-04-03 00:00:00
245097,SK-1985-MISTAWASIS,SK, ,MISTAWASIS,MISTAWASIS,53.20965944,-106.84417676,1985,5,22,1985-05-22 00:00:00,,1985-05-23 00:00:00,51.0,H,H,Wildfire, , , , , , ,2020-04-03 00:00:00
354376,NT-2008-ZF034-08,NT, ,ZF034-08, ,62.4188,-110.6521,2008,7,19,2008-07-19 00:00:00,,2008-07-29 00:00:00,7.0,H,H, , ,Initial Attack, , , , ,2018-06-15 00:00:00
62996,BC-1978-1978-K10063,BC, ,1978-K10063, ,50.604,-118.526,1978,8,4,1978-08-04 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00
131511,BC-2006-2006-C10076,BC, ,2006-C10076, ,54.7201,-122.0252,2006,5,14,2006-05-14 00:00:00,,,0.2,N,N,Fire, , , , , , ,2020-05-05 00:00:00
208541,AB-2013-CWF119,AB, ,CWF119, ,49.4044,-114.3418,2013,5,20,2013-05-20 00:00:00,,2013-05-20 00:00:00,0.01,H,H, , , , ,fueltype:, , ,2020-06-01 00:00:00
297931,QC-1990-3117,QC, ,1990-3117, ,47.17566,-71.54364,1990,8,27,1990-08-27 00:00:00,,1990-08-27 00:00:00,0.0,N,N, , ,Intensive, , , , ,2018-05-18 00:00:00
427845,ON-2006-NIP328,ON, ,NIP328, ,49.1933,-88.9146,2006,9,8,2006-09-08 00:00:00,,2006-10-20 00:00:00,220.399993896,N,N,IFR,FUL, , , , , ,2023-05-06 00:00:00
196645,AB-2011-SWF084,AB, ,SWF084, ,54.9598,-115.201283,2011,5,15,2011-05-15 00:00:00,,2011-05-19 00:00:00,0.4,H,H,Surface, , , ,fueltype: O1a, , ,2020-06-01 00:00:00
190304,AB-2007-MWF006,AB, ,MWF006, ,56.645283,-111.200767,2007,5,26,2007-05-26 00:00:00,,2007-05-26 00:00:00,0.01,H,H,Surface, , , ,fueltype:, , ,2020-06-01 00:00:00
303787,QC-1996-23,QC, ,1996-23, ,45.89269,-76.73708,1996,5,8,1996-05-08 00:00:00,,1996-05-09 00:00:00,3.0,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
139200,BC-2007-2007-N50183,BC, ,2007-N50183, ,50.2296,-118.0115,2007,7,15,2007-07-15 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00
3103,ON-2023-NIP13,ON, ,NIP13, ,50.8433,-87.3543,2023,6,9,2023-06-09 00:00:00,,2023-10-24 00:00:00,40833.6,N,N,IFR,FUL, , , , , ,2024-04-01 00:00:00
387343,ON-1976-KLK3,ON, ,KLK3, ,47.8516,-79.8125,1976,4,30,1976-04-30 00:00:00,,1976-05-03 00:00:00,4.0,H,H,IFR, , , , , , ,2023-05-06 00:00:00
312173,QC-2010-342,QC, ,2010-342, ,48.3614,-64.6614,2010,5,29,2010-05-29 00:00:00,,2010-05-29 00:00:00,0.0,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
73668,BC-1979-1979-CA0057,BC, ,1979-CA0057, ,52.26,-124.457,1979,9,13,1979-09-13 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
99656,BC-1987-1987-K40007,BC, ,1987-K40007, ,50.313,-119.972,1987,4,27,1987-04-27 00:00:00,,,2.5,H,H,Fire, , , , , , ,2020-05-05 00:00:00
290036,QC-1984-2021,QC, ,1984-2021, ,45.17386,-73.36564,1984,4,27,1984-04-27 00:00:00,,1984-05-02 00:00:00,10.2,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
77913,BC-1983-1983-C50114,BC, ,1983-C50114, ,52.075,-124.087,1983,8,7,1983-08-07 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
197612,AB-2010-CWF139,AB, ,CWF139, ,51.609467,-115.151067,2010,5,24,2010-05-24 00:00:00,,2010-05-24 00:00:00,0.01,H,H, , , , ,fueltype:, , ,2020-06-01 00:00:00
160812,AB-1984-DF3-009-84,AB, ,DF3-009-84,DF3009,58.6924,-118.6681,1984,4,29,1984-04-29 00:00:00,,1984-04-29 00:00:00,1.0,H,H,Surface, , , , , , ,2020-06-01 00:00:00
74188,BC-1979-1979-C80020,BC, ,1979-C80020, ,51.919,-122.423,1979,8,3,1979-08-03 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
120566,BC-1995-1995-V70020,BC, ,1995-V70020, ,49.498,-124.725,1995,4,29,1995-04-29 00:00:00,,,0.0,N,N,Fire, , , , , , ,2020-05-05 00:00:00
127866,BC-2004-2004-C20073,BC, ,2004-C20073, ,52.1026,-122.1234,2004,5,19,2004-05-19 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00
4042,QC-2023-20231080178,QC, ,20231080178, ,50.2288,-66.5372,2023,5,28,2023-05-28 00:00:00,,2023-05-29 00:00:00,0.1,H,H, , ,Intensive, , , , ,2024-05-06 00:00:00
294473,QC-1986-6005,QC, ,1986-6005, ,45.78777,-75.50982,1986,4,3,1986-04-03 00:00:00,,1986-04-03 00:00:00,0.0,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
316447,QC-2010-642,QC, ,2010-642, ,46.7997,-78.0625,2010,8,4,2010-08-04 00:00:00,,2010-08-15 00:00:00,0.5,N,N, , ,Intensive, , , , ,2018-05-18 00:00:00
240442,SK-2000-X SHELL03,SK, ,X SHELL03,X SHELL03,53.3073,-105.8854,2000,6,3,2000-06-03 00:00:00,,2000-06-03 00:00:00,0.01,H,H,Wildfire, , , , , , ,2020-04-03 00:00:00
372368,ON-1984-DRY71,ON, ,DRY71, ,49.8203,-93.2625,1984,10,2,1984-10-02 00:00:00,,1984-10-03 00:00:00,0.20000000298,H,H,IFR, , , , , , ,2023-05-06 00:00:00
54995,BC-1969-1969-K00801,BC, ,1969-K00801, ,50.539,-119.141,1969,8,25,1969-08-25 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
304039,QC-2001-127,QC, ,2001-127, ,45.47422,-72.66667,2001,4,28,2001-04-28 00:00:00,,2001-04-28 00:00:00,0.0,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
80820,BC-1983-1983-N70004,BC, ,1983-N70004, ,49.619,-117.054,1983,5,26,1983-05-26 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
82996,BC-1982-1982-C40009,BC, ,1982-C40009, ,51.376,-121.044,1982,5,7,1982-05-07 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
25878,BC-1958-1958-K00184,BC, ,1958-K00184, ,49.097,-119.688,1958,5,22,1958-05-22 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00
420390,ON-2021-FOR10,ON, ,FOR10, ,49.1992,-92.1606,2021,6,4,2021-06-04 00:00:00,,2021-06-08 00:00:00,0.899999976158,N,N,IFR,FUL, , , , , ,2023-05-06 00:00:00
286648,QC-1980-7104,QC, ,1980-7104, ,48.23771,-79.04013,1980,5,24,1980-05-24 00:00:00,,1980-05-26 00:00:00,0.0,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
263412,MB-1994-NE-07-042-94,MB, ,NE-07-042-94, ,54.233,-93.617,1994,6,11,1994-06-11 00:00:00,,1994-06-16 00:00:00,13.0,N,N, , ,EXT, , , , ,2008-07-24 00:00:00
105220,BC-1991-1991-K60069,BC, ,1991-K60069, ,49.705,-120.89,1991,10,3,1991-10-03 00:00:00,,,3.8,H,H,Fire, , , , , , ,2020-05-05 00:00:00
418438,ON-1998-THU61,ON, ,THU61, ,48.7951,-89.5122,1998,5,25,1998-05-25 00:00:00,,1998-06-11 00:00:00,0.10000000149,N,N,IFR,SUP, , , , , ,2023-05-06 00:00:00
11434,BC-1950-1950-G00131,BC, ,1950-G00131, ,54.213,-123.93,1950,8,27,1950-08-27 00:00:00,,,0.4,H,H,Fire, , , , , , ,2020-05-05 00:00:00
211654,AB-1998-E02056,AB, ,E02056, ,55.3318,-111.2119,1998,5,20,1998-05-20 00:00:00,,1998-05-20 00:00:00,0.1,N,N,Surface, , , ,fueltype: C2, , ,2020-06-01 00:00:00
39197,BC-1962-1962-N00302,BC, ,1962-N00302, ,50.789,-117.687,1962,7,28,1962-07-28 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00
429108,ON-1986-FOR6,ON, ,FOR6, ,48.8203,-93.6375,1986,4,23,1986-04-23 00:00:00,,1986-04-24 00:00:00,0.300000011921,H,H,IFR, , , , , , ,2023-05-06 00:00:00
168625,AB-1983-DB3-008-83,AB, ,DB3-008-83,DB3008,50.6281,-115.1869,1983,9,22,1983-09-22 00:00:00,,1983-09-22 00:00:00,0.1,H,H,Ground, , , , , , ,2020-06-01 00:00:00
104078,BC-1990-1990-K10027,BC, ,1990-K10027, ,51.616,-119.196,1990,7,29,1990-07-29 00:00:00,,,0.0,N,N,Fire, , , , , , ,2020-05-05 00:00:00
95456,BC-1984-1984-N50097,BC, ,1984-N50097, ,50.018,-118.209,1984,8,13,1984-08-13 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00
137548,BC-2006-2006-G10630,BC, ,2006-G10630, ,53.5178,-123.3031,2006,8,8,2006-08-08 00:00:00,,,0.2,H,H,Fire, , , , , , ,2020-05-05 00:00:00
372873,ON-1976-NOR32,ON, ,NOR32, ,46.3515,-79.3375,1976,5,8,1976-05-08 00:00:00,,1976-05-09 00:00:00,0.800000011921,H,H,IFR, , , , , , ,2023-05-06 00:00:00
52416,BC-1969-1969-C00077,BC, ,1969-C00077, ,52.155,-124.289,1969,5,11,1969-05-11 00:00:00,,,0.2,H,H,Fire, , , , , , ,2020-05-05 00:00:00
120723,BC-1997-1997-V60104,BC, ,1997-V60104, ,48.783,-123.7,1997,8,8,1997-08-08 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00
85917,BC-1982-1982-K50040,BC, ,1982-K50040, ,49.22,-119.927,1982,6,14,1982-06-14 00:00:00,,,3.6,H,H,Fire, , , , , , ,2020-05-05 00:00:00
5976,AB-2022-WWF-037-2022,AB, ,WWF-037-2022, ,54.5004,-117.416,2022,7,9,2022-07-09 00:00:00,,,4.6,N,N,Wildfire, , , ,Whitecourt Forest Area, , ,2023-05-16 00:00:00
218530,AB-2004-CWF016,AB, ,CWF016, ,50.807433,-114.6215,2004,5,24,2004-05-24 00:00:00,,2004-05-24 00:00:00,0.01,H,H,Surface, , , ,fueltype: C3, , ,2020-06-01 00:00:00
126108,BC-2003-2003-G90484,BC, ,2003-G90484, ,57.8284,-122.9226,2003,10,5,2003-10-05 00:00:00,,,0.02,H,H,Fire, , , , , , ,2020-05-05 00:00:00
392365,ON-1999-NIP42,ON, ,NIP42, ,51.0789,-87.5068,1999,6,17,1999-06-17 00:00:00,,1999-06-18 00:00:00,0.10000000149,N,N,IFR,SUP, , , , , ,2023-05-06 00:00:00
114843,BC-1994-1994-V10098,BC, ,1994-V10098, ,49.54,-122.037,1994,8,5,1994-08-05 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00
391367,ON-1987-PEM5,ON, ,PEM5, ,45.8203,-77.3625,1987,4,11,1987-04-11 00:00:00,,1987-04-13 00:00:00,0.600000023842,H,H,IFR, , , , , , ,2023-05-06 00:00:00
297334,QC-1989-5012,QC, ,1989-5012, ,48.85582,-72.24317,1989,5,18,1989-05-18 00:00:00,,1989-05-22 00:00:00,7.5,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
184794,AB-1982-DA2-024-82,AB, ,DA2-024-82,DA2024,57.7477,-112.2001,1982,6,17,1982-06-17 00:00:00,,,0.0,N,N, , , , , , , ,2020-06-01 00:00:00
321396,NL-1997-123,NL, ,1997-123, ,47.45,-53.02,1997,7,28,1997-07-28 00:00:00,,,0.8,H,H, , , , , ,merged with orig src, ,2018-03-15 00:00:00
152485,BC-2016-2016-C10051,BC, ,2016-C10051, ,53.3191,-123.8084,2016,5,5,2016-05-05 00:00:00,,,0.32,H,H,Fire, , , , , , ,2020-05-05 00:00:00
28950,BC-1961-1961-N00095,BC, ,1961-N00095, ,50.655,-117.937,1961,5,26,1961-05-26 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00
380375,ON-2003-DRY74,ON, ,DRY74, ,49.7749,-93.4791,2003,7,21,2003-07-21 00:00:00,,2003-07-21 00:00:00,0.10000000149,N,N,IFR,SUP, , , , , ,2023-05-06 00:00:00
166765,AB-1991-DND-006-91,AB, ,DND-006-91,DND006,54.9639,-111.19,1991,5,31,1991-05-31 00:00:00,,1991-06-01 00:00:00,1.0,N,N,Surface, , , , , , ,2020-06-01 00:00:00
185104,AB-1982-DP2-015-82,AB, ,DP2-015-82,DP2015,56.3808,-117.8275,1982,6,20,1982-06-20 00:00:00,,,0.0,H,H, , , , , , , ,2020-06-01 00:00:00
429385,ON-1996-SUD81,ON, ,SUD81, ,46.1179,-82.0806,1996,9,1,1996-09-01 00:00:00,,1996-09-02 00:00:00,0.10000000149,H,H,IFR,SUP, , , , , ,2023-05-06 00:00:00
287310,QC-1980-3034,QC, ,1980-3034, ,48.65708,-74.9469,1980,5,3,1980-05-03 00:00:00,,1980-05-04 00:00:00,1.4,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
277074,QC-1973-4012,QC, ,1973-4012, ,50.381,-68.57205,1973,6,5,1973-06-05 00:00:00,,1973-06-05 00:00:00,0.0,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
147466,BC-2013-2013-G30338,BC, ,2013-G30338, ,52.4198,-118.788,2013,8,11,2013-08-11 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00
262598,MB-1990-1-3-8-90,MB, ,1-3-8-90, ,56.0333,-95.0333,1990,7,25,1990-07-25 00:00:00,,1990-09-07 00:00:00,2793.1,N,N, , ,EXT, , , , ,2008-07-24 00:00:00
139350,BC-2008-2008-V30285,BC, ,2008-V30285, ,50.5323,-123.5317,2008,7,13,2008-07-13 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00
63908,BC-1973-1973-K40638,BC, ,1973-K40638, ,50.775,-120.322,1973,8,13,1973-08-13 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
385978,ON-1995-FOR168,ON, ,FOR168, ,49.0392,-91.6249,1995,9,1,1995-09-01 00:00:00,,1995-09-01 00:00:00,0.10000000149,N,N,IFR,SUP, , , , , ,2023-05-06 00:00:00
254673,MB-1981-7-2-17-81,MB, ,7-2-17-81, ,52.743,-100.674,1981,5,11,1981-05-11 00:00:00,,1981-05-15 00:00:00,0.4,H,H, , ,Intensive, , , , ,2008-07-24 00:00:00
294976,QC-1988-2081,QC, ,1988-2081, ,45.46703,-74.31538,1988,6,16,1988-06-16 00:00:00,,1988-06-17 00:00:00,0.1,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
69547,BC-1977-1977-KA0425,BC, ,1977-KA0425, ,49.434,-119.782,1977,7,28,1977-07-28 00:00:00,,,1.6,N,N,Fire, , , , , , ,2020-05-05 00:00:00
347044,YT-1973-1973RR012,YT, ,1973RR012, ,61.975,-131.433333,1973,7,25,1973-07-25 00:00:00,,,1.2,N,N, , , , , , , ,2016-06-16 00:00:00
382245,ON-1985-DRY4,ON, ,DRY4, ,49.6328,-93.2875,1985,7,13,1985-07-13 00:00:00,,1985-07-14 00:00:00,0.10000000149,H,H,IFR, , , , , , ,2023-05-06 00:00:00
240076,SK-2009-09PA-SLIR14,SK, ,09PA-SLIR14,09PA-SLIR14,53.435,-106.029,2009,5,5,2009-05-05 00:00:00,,2009-05-05 00:00:00,5.0,H,H,Wildfire, , , , , , ,2020-04-03 00:00:00
13850,BC-1951-1951-V00214,BC, ,1951-V00214, ,50.126,-122.937,1951,6,19,1951-06-19 00:00:00,,,6.4,H,H,Fire, , , , , , ,2020-05-05 00:00:00
247298,SK-1980-MUSKEG-835,SK, ,MUSKEG-835, ,55.3,-108.1,1980,4,29,1980-04-29 00:00:00,,,1384.0,H,H, , ,Intensive, , , , ,
260714,MB-1984-6-5-7-84,MB, ,6-5-7-84, ,51.4517,-97.1181,1984,9,8,1984-09-08 00:00:00,,1984-09-25 00:00:00,0.1,H,H, , ,Intensive, , , , ,2008-07-24 00:00:00
176241,AB-1964-DL5-005-64,AB, ,DL5-005-64,DL5005,55.4553,-110.5979,1964,11,26,1964-11-26 00:00:00,,,0.0,H,H, , , , , , , ,2020-06-01 00:00:00
134212,BC-2003-2003-N50666,BC, ,2003-N50666, ,50.3015,-118.2238,2003,8,12,2003-08-12 00:00:00,,,2.5,N,N,Fire, , , , , , ,2020-05-05 00:00:00
430806,ON-2013-COC21,ON, ,COC21, ,50.453,-81.8501,2013,7,8,2013-07-08 00:00:00,,2013-07-09 00:00:00,0.10000000149,N,N,IFR,FUL, , , , , ,2023-05-06 00:00:00
304597,QC-1992-6031,QC, ,1992-6031, ,46.07734,-74.23315,1992,5,16,1992-05-16 00:00:00,,1992-05-18 00:00:00,1.0,H,H, , ,Intensive, , , , ,2018-05-18 00:00:00
181213,AB-1973-DS4-015-73,AB, ,DS4-015-73,DS4015,55.063,-116.6412,1973,8,14,1973-08-14 00:00:00,,,2.42811385344,H,H, , , , , , , ,2020-06-01 00:00:00
29593,BC-1960-1960-K00617,BC, ,1960-K00617, ,50.26,-121.095,1960,7,19,1960-07-19 00:00:00,,,0.8,H,H,Fire, , , , , , ,2020-05-05 00:00:00
138233,BC-2009-2009-K41720,BC, ,2009-K41720, ,50.6654,-118.4115,2009,9,1,2009-09-01 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00
245390,SK-2000-BOTTLE2,SK, ,BOTTLE2,BOTTLE2,53.3177,-105.9271,2000,6,18,2000-06-18 00:00:00,,2000-06-18 00:00:00,0.01,H,H,Wildfire, , , , , , ,2020-04-03 00:00:00
61589,BC-1977-1977-GI0020,BC, ,1977-GI0020, ,55.568,-121.376,1977,4,25,1977-04-25 00:00:00,,,3.0,H,H,Fire, , , , , , ,2020-05-05 00:00:00
64804,BC-1977-1977-K90333,BC, ,1977-K90333, ,50.503,-119.549,1977,7,25,1977-07-25 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00
280901,QC-1976-4078,QC, ,1976-4078, ,50.66607,-67.98439,1976,7,7,1976-07-07 00:00:00,,1976-07-12 00:00:00,2.0,N,N, , ,Intensive, , , , ,2018-05-18 00:00:00
